filename,word,list_chars,list_chars_utf8
p2_আকর্ষণ.mp4,আকর্ষণ,"['আ', 'ক', 'র', '্', 'ষ', 'ণ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xa3']"
p4_অর্থনৈতিক.mp4,অর্থনৈতিক,"['অ', 'র', '্', 'থ', 'ন', 'ৈ', 'ত', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xa8', b'\xe0\xa7\x88', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p2_অর্ধেক.mp4,অর্ধেক,"['অ', 'র', '্', 'ধ', 'ে', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7', b'\xe0\xa7\x87', b'\xe0\xa6\x95']"
p6_অনুবাদ.mp4,অনুবাদ,"['অ', 'ন', 'ু', 'ব', 'া', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xa6']"
p5_অগ্রবর্তী.mp4,অগ্রবর্তী,"['অ', 'গ', '্', 'র', 'ব', 'র', '্', 'ত', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xac', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x80']"
p4_অভিন্ন.mp4,অভিন্ন,"['অ', 'ভ', 'ি', 'ন', '্', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa8']"
p3_অবস্থা.mp4,অবস্থা,"['অ', 'ব', 'স', '্', 'থ', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe']"
p4_অনুমতি.mp4,অনুমতি,"['অ', 'ন', 'ু', 'ম', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xae', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p4_অধিনায়ক.mp4,অধিনায়ক,"['অ', 'ধ', 'ি', 'ন', 'া', 'য', '়', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\x95']"
p2_অট্ট.mp4,অট্ট,"['অ', 'ট', '্', 'ট']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9f', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f']"
p1_অধিকাংশ.mp4,অধিকাংশ,"['অ', 'ধ', 'ি', 'ক', 'া', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p4_অবিশ্বাস্য.mp4,অবিশ্বাস্য,"['অ', 'ব', 'ি', 'শ', '্', 'ব', 'া', 'স', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p2_আঁট.mp4,আঁট,"['আ', 'ঁ', 'ট']","[b'\xe0\xa6\x86', b'\xe0\xa6\x81', b'\xe0\xa6\x9f']"
p5_অঙ্গভঙ্গি.mp4,অঙ্গভঙ্গি,"['অ', 'ঙ', '্', 'গ', 'ভ', 'ঙ', '্', 'গ', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa6\xad', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa6\xbf']"
p3_অপসারণ.mp4,অপসারণ,"['অ', 'প', 'স', 'া', 'র', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p4_অপসারণ.mp4,অপসারণ,"['অ', 'প', 'স', 'া', 'র', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p6_অভিধান.mp4,অভিধান,"['অ', 'ভ', 'ি', 'ধ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p6_অভিজ্ঞ.mp4,অভিজ্ঞ,"['অ', 'ভ', 'ি', 'জ', '্', 'ঞ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x9c', b'\xe0\xa7\x8d', b'\xe0\xa6\x9e']"
p3_অক্ষম.mp4,অক্ষম,"['অ', 'ক', '্', 'ষ', 'ম']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xae']"
p6_অবসর.mp4,অবসর,"['অ', 'ব', 'স', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0']"
p6_অবহিত.mp4,অবহিত,"['অ', 'ব', 'হ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb9', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p2_আজ.mp4,আজ,"['আ', 'জ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9c']"
p2_অন্তর্জাল.mp4,অন্তর্জাল,"['অ', 'ন', '্', 'ত', 'র', '্', 'জ', 'া', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x9c', b'\xe0\xa6\xbe', b'\xe0\xa6\xb2']"
p3_অংশগ্রাহক.mp4,অংশগ্রাহক,"['অ', 'ং', 'শ', 'গ', '্', 'র', 'া', 'হ', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\x95']"
p1_অংশগ্রহন.mp4,অংশগ্রহন,"['অ', 'ং', 'শ', 'গ', '্', 'র', 'হ', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb9', b'\xe0\xa6\xa8']"
p2_অপেক্ষার.mp4,অপেক্ষার,"['অ', 'প', 'ে', 'ক', '্', 'ষ', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x87', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p1_অপছন্দ.mp4,অপছন্দ,"['অ', 'প', 'ছ', 'ন', '্', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\x9b', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa6']"
p3_অভিনেতা.mp4,অভিনেতা,"['অ', 'ভ', 'ি', 'ন', 'ে', 'ত', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x87', b'\xe0\xa6\xa4', b'\xe0\xa6\xbe']"
p5_অপচয়.mp4,অপচয়,"['অ', 'প', 'চ', 'য', '়']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\x9a', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p4_অভিঘাত.mp4,অভিঘাত,"['অ', 'ভ', 'ি', 'ঘ', 'া', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x98', b'\xe0\xa6\xbe', b'\xe0\xa6\xa4']"
p5_আঞ্চলিক.mp4,আঞ্চলিক,"['আ', 'ঞ', '্', 'চ', 'ল', 'ি', 'ক']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9e', b'\xe0\xa7\x8d', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p5_অভিঘাত.mp4,অভিঘাত,"['অ', 'ভ', 'ি', 'ঘ', 'া', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x98', b'\xe0\xa6\xbe', b'\xe0\xa6\xa4']"
p2_অবৈধ.mp4,অবৈধ,"['অ', 'ব', 'ৈ', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x88', b'\xe0\xa6\xa7']"
p6_অনেক.mp4,অনেক,"['অ', 'ন', 'ে', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x87', b'\xe0\xa6\x95']"
p6_অনুভব.mp4,অনুভব,"['অ', 'ন', 'ু', 'ভ', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xad', b'\xe0\xa6\xac']"
p2_অতএব.mp4,অতএব,"['অ', 'ত', 'এ', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\x8f', b'\xe0\xa6\xac']"
p4_অতিরিক্ত.mp4,অতিরিক্ত,"['অ', 'ত', 'ি', 'র', 'ি', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p2_অজ্ঞান.mp4,অজ্ঞান,"['অ', 'জ', '্', 'ঞ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9c', b'\xe0\xa7\x8d', b'\xe0\xa6\x9e', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_অঙ্গ.mp4,অঙ্গ,"['অ', 'ঙ', '্', 'গ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97']"
p4_অনুমান.mp4,অনুমান,"['অ', 'ন', 'ু', 'ম', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xae', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_অত্যন্ত.mp4,অত্যন্ত,"['অ', 'ত', '্', 'য', 'ন', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p4_অলস.mp4,অলস,"['অ', 'ল', 'স']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb2', b'\xe0\xa6\xb8']"
p6_অনন্য.mp4,অনন্য,"['অ', 'ন', 'ন', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p6_অন্ধ.mp4,অন্ধ,"['অ', 'ন', '্', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7']"
p2_অন্তর্ভুক্ত.mp4,অন্তর্ভুক্ত,"['অ', 'ন', '্', 'ত', 'র', '্', 'ভ', 'ু', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xad', b'\xe0\xa7\x81', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p1_অর্জন.mp4,অর্জন,"['অ', 'র', '্', 'জ', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x9c', b'\xe0\xa6\xa8']"
p5_অঞ্চল.mp4,অঞ্চল,"['অ', 'ঞ', '্', 'চ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9e', b'\xe0\xa7\x8d', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2']"
p4_অবিলম্বে.mp4,অবিলম্বে,"['অ', 'ব', 'ি', 'ল', 'ম', '্', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb2', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p3_অই.mp4,অই,"['অ', 'ই']","[b'\xe0\xa6\x85', b'\xe0\xa6\x87']"
p1_অপার্থিব.mp4,অপার্থিব,"['অ', 'প', 'া', 'র', '্', 'থ', 'ি', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf', b'\xe0\xa6\xac']"
p6_আছে.mp4,আছে,"['আ', 'ছ', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9b', b'\xe0\xa7\x87']"
p5_অন্যত্র.mp4,অন্যত্র,"['অ', 'ন', '্', 'য', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p3_অবদান.mp4,অবদান,"['অ', 'ব', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p1_অর্থনৈতিক.mp4,অর্থনৈতিক,"['অ', 'র', '্', 'থ', 'ন', 'ৈ', 'ত', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xa8', b'\xe0\xa7\x88', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p4_অস্ত্র.mp4,অস্ত্র,"['অ', 'স', '্', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p6_অসুবিধা.mp4,অসুবিধা,"['অ', 'স', 'ু', 'ব', 'ি', 'ধ', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x81', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe']"
p1_অগভীর.mp4,অগভীর,"['অ', 'গ', 'ভ', 'ী', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xad', b'\xe0\xa7\x80', b'\xe0\xa6\xb0']"
p5_অস্থায়ী.mp4,অস্থায়ী,"['অ', 'স', '্', 'থ', 'া', 'য', '়', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa7\x80']"
p2_অনুদান.mp4,অনুদান,"['অ', 'ন', 'ু', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p1_অর্থ.mp4,অর্থ,"['অ', 'র', '্', 'থ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5']"
p3_অধ্যয়ন.mp4,অধ্যয়ন,"['অ', 'ধ', '্', 'য', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p2_অপরাধ.mp4,অপরাধ,"['অ', 'প', 'র', 'া', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7']"
p3_অবৈধ.mp4,অবৈধ,"['অ', 'ব', 'ৈ', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x88', b'\xe0\xa6\xa7']"
p6_আঙ্গুল.mp4,আঙ্গুল,"['আ', 'ঙ', '্', 'গ', 'ু', 'ল']","[b'\xe0\xa6\x86', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa7\x81', b'\xe0\xa6\xb2']"
p2_অশ্বারোহণ.mp4,অশ্বারোহণ,"['অ', 'শ', '্', 'ব', 'া', 'র', 'ো', 'হ', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa7\x8b', b'\xe0\xa6\xb9', b'\xe0\xa6\xa3']"
p1_অভদ্র.mp4,অভদ্র,"['অ', 'ভ', 'দ', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xa6', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p1_অভ্যন্তরীণ.mp4,অভ্যন্তরীণ,"['অ', 'ভ', '্', 'য', 'ন', '্', 'ত', 'র', 'ী', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x80', b'\xe0\xa6\xa3']"
p2_অন্যায্য.mp4,অন্যায্য,"['অ', 'ন', '্', 'য', 'া', 'য', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p3_অভিমুখ.mp4,অভিমুখ,"['অ', 'ভ', 'ি', 'ম', 'ু', 'খ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xae', b'\xe0\xa7\x81', b'\xe0\xa6\x96']"
p2_আছে.mp4,আছে,"['আ', 'ছ', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9b', b'\xe0\xa7\x87']"
p1_অন্যদের.mp4,অন্যদের,"['অ', 'ন', '্', 'য', 'দ', 'ে', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa6', b'\xe0\xa7\x87', b'\xe0\xa6\xb0']"
p3_অব্যাহতিপ্রাপ্ত.mp4,অব্যাহতিপ্রাপ্ত,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি', 'প', '্', 'র', 'া', 'প', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p1_অভিগমন.mp4,অভিগমন,"['অ', 'ভ', 'ি', 'গ', 'ম', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x97', b'\xe0\xa6\xae', b'\xe0\xa6\xa8']"
p1_অভিপ্রেত.mp4,অভিপ্রেত,"['অ', 'ভ', 'ি', 'প', '্', 'র', 'ে', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa7\x87', b'\xe0\xa6\xa4']"
p4_আকৃষ্ট.mp4,আকৃষ্ট,"['আ', 'ক', 'ৃ', 'ষ', '্', 'ট']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa7\x83', b'\xe0\xa6\xb7', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f']"
p3_অবসরপ্রাপ্ত.mp4,অবসরপ্রাপ্ত,"['অ', 'ব', 'স', 'র', 'প', '্', 'র', 'া', 'প', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p1_অঙ্কিত.mp4,অঙ্কিত,"['অ', 'ঙ', '্', 'ক', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x95', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p5_অপছন্দ.mp4,অপছন্দ,"['অ', 'প', 'ছ', 'ন', '্', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\x9b', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa6']"
p4_অসাধারণ.mp4,অসাধারণ,"['অ', 'স', 'া', 'ধ', 'া', 'র', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p5_আচরণ.mp4,আচরণ,"['আ', 'চ', 'র', 'ণ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9a', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p1_অধীর.mp4,অধীর,"['অ', 'ধ', 'ী', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x80', b'\xe0\xa6\xb0']"
p4_অধিক.mp4,অধিক,"['অ', 'ধ', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p5_অতিরিক্ত.mp4,অতিরিক্ত,"['অ', 'ত', 'ি', 'র', 'ি', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p2_অধিনায়ক.mp4,অধিনায়ক,"['অ', 'ধ', 'ি', 'ন', 'া', 'য', '়', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\x95']"
p2_আঁকা.mp4,আঁকা,"['আ', 'ঁ', 'ক', 'া']","[b'\xe0\xa6\x86', b'\xe0\xa6\x81', b'\xe0\xa6\x95', b'\xe0\xa6\xbe']"
p1_অপ্রয়োজনীয়.mp4,অপ্রয়োজনীয়,"['অ', 'প', '্', 'র', 'য', '়', 'ো', 'জ', 'ন', 'ী', 'য', '়']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa7\x8b', b'\xe0\xa6\x9c', b'\xe0\xa6\xa8', b'\xe0\xa7\x80', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p6_আঁকা.mp4,আঁকা,"['আ', 'ঁ', 'ক', 'া']","[b'\xe0\xa6\x86', b'\xe0\xa6\x81', b'\xe0\xa6\x95', b'\xe0\xa6\xbe']"
p1_আঙ্গুল.mp4,আঙ্গুল,"['আ', 'ঙ', '্', 'গ', 'ু', 'ল']","[b'\xe0\xa6\x86', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa7\x81', b'\xe0\xa6\xb2']"
p5_আগাম.mp4,আগাম,"['আ', 'গ', 'া', 'ম']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa6\xbe', b'\xe0\xa6\xae']"
p6_অবাক.mp4,অবাক,"['অ', 'ব', 'া', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\x95']"
p4_আগুন.mp4,আগুন,"['আ', 'গ', 'ু', 'ন']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa7\x81', b'\xe0\xa6\xa8']"
p4_অধিকাংশ.mp4,অধিকাংশ,"['অ', 'ধ', 'ি', 'ক', 'া', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p3_অন্যায্য.mp4,অন্যায্য,"['অ', 'ন', '্', 'য', 'া', 'য', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p5_অনুমতি.mp4,অনুমতি,"['অ', 'ন', 'ু', 'ম', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xae', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
